ID,Index,Region,SalesRep,Month,CustomerRating,CustomerSegment,SalesTargetAchieved,Product,Sales,Profit,Discount%
4329,1083,North,Eve,Feb,4,Commercial,Yes,Computer,70,21,11
4330,1083,North,Eve,Feb,4,Commercial,Yes,AirConditioner,141,56.4,16
4331,1083,North,Eve,Feb,4,Commercial,Yes,Fridge,64,32,15
4332,1083,North,Eve,Feb,4,Commercial,Yes,Television,26,6.5,0
4333,1084,West,Alice,Feb,5,Commercial,Yes,Computer,101,30.3,20
4334,1084,West,Alice,Feb,5,Commercial,Yes,AirConditioner,42,16.8,23
4335,1084,West,Alice,Feb,5,Commercial,Yes,Fridge,20,10,6
4336,1084,West,Alice,Feb,5,Commercial,Yes,Television,3,0.75,13
4337,1085,South,Diana,Jan,2,Commercial,No,Computer,39,11.7,26
4338,1085,South,Diana,Jan,2,Commercial,No,AirConditioner,65,26,22
4339,1085,South,Diana,Jan,2,Commercial,No,Fridge,66,33,15
4340,1085,South,Diana,Jan,2,Commercial,No,Television,51,12.75,3
4341,1086,North,Charlie,Jan,3,Commercial,Yes,Computer,162,48.6,0
4342,1086,North,Charlie,Jan,3,Commercial,Yes,AirConditioner,93,37.2,6
4343,1086,North,Charlie,Jan,3,Commercial,Yes,Fridge,79,39.5,8
4344,1086,North,Charlie,Jan,3,Commercial,Yes,Television,40,10,14
4345,1087,North,Alice,Mar,2,Corporate,Yes,Computer,136,40.8,27
4346,1087,North,Alice,Mar,2,Corporate,Yes,AirConditioner,22,8.8,20
4347,1087,North,Alice,Mar,2,Corporate,Yes,Fridge,32,16,0
4348,1087,North,Alice,Mar,2,Corporate,Yes,Television,68,17,11
4349,1088,West,Alice,Jan,4,Residential,Yes,Computer,124,37.2,24
4350,1088,West,Alice,Jan,4,Residential,Yes,AirConditioner,74,29.6,18
4351,1088,West,Alice,Jan,4,Residential,Yes,Fridge,51,25.5,2
4352,1088,West,Alice,Jan,4,Residential,Yes,Television,36,9,1
4353,1089,West,Charlie,Jan,2,Residential,No,Computer,15,4.5,2
4354,1089,West,Charlie,Jan,2,Residential,No,AirConditioner,86,34.4,6
4355,1089,West,Charlie,Jan,2,Residential,No,Fridge,43,21.5,7
4356,1089,West,Charlie,Jan,2,Residential,No,Television,51,12.75,2
4357,1090,South,Alice,Feb,1,Residential,No,Computer,27,8.1,17
4358,1090,South,Alice,Feb,1,Residential,No,AirConditioner,120,48,22
4359,1090,South,Alice,Feb,1,Residential,No,Fridge,15,7.5,17
4360,1090,South,Alice,Feb,1,Residential,No,Television,107,26.75,11
4361,1091,West,Diana,Jan,2,Commercial,Yes,Computer,19,5.7,25
4362,1091,West,Diana,Jan,2,Commercial,Yes,AirConditioner,84,33.6,6
4363,1091,West,Diana,Jan,2,Commercial,Yes,Fridge,36,18,17
4364,1091,West,Diana,Jan,2,Commercial,Yes,Television,1,0.25,6
4365,1092,East,Eve,Mar,3,Residential,Yes,Computer,101,30.3,21
4366,1092,East,Eve,Mar,3,Residential,Yes,AirConditioner,19,7.6,15
4367,1092,East,Eve,Mar,3,Residential,Yes,Fridge,96,48,18
4368,1092,East,Eve,Mar,3,Residential,Yes,Television,104,26,13
4369,1093,West,Alice,Feb,4,Residential,Yes,Computer,148,44.4,7
4370,1093,West,Alice,Feb,4,Residential,Yes,AirConditioner,17,6.8,11
4371,1093,West,Alice,Feb,4,Residential,Yes,Fridge,27,13.5,6
4372,1093,West,Alice,Feb,4,Residential,Yes,Television,111,27.75,6
4373,1094,East,Diana,Mar,1,Residential,Yes,Computer,86,25.8,1
4374,1094,East,Diana,Mar,1,Residential,Yes,AirConditioner,123,49.2,14
4375,1094,East,Diana,Mar,1,Residential,Yes,Fridge,68,34,19
4376,1094,East,Diana,Mar,1,Residential,Yes,Television,33,8.25,13
4377,1095,South,Bob,Feb,3,Residential,Yes,Computer,110,33,3
4378,1095,South,Bob,Feb,3,Residential,Yes,AirConditioner,47,18.8,14
4379,1095,South,Bob,Feb,3,Residential,Yes,Fridge,20,10,5
4380,1095,South,Bob,Feb,3,Residential,Yes,Television,7,1.75,11
4381,1096,South,Diana,Jan,3,Residential,Yes,Computer,93,27.9,17
4382,1096,South,Diana,Jan,3,Residential,Yes,AirConditioner,61,24.4,10
4383,1096,South,Diana,Jan,3,Residential,Yes,Fridge,7,3.5,10
4384,1096,South,Diana,Jan,3,Residential,Yes,Television,117,29.25,2
4385,1097,South,Eve,Feb,3,Commercial,Yes,Computer,61,18.3,27
4386,1097,South,Eve,Feb,3,Commercial,Yes,AirConditioner,21,8.4,1
4387,1097,South,Eve,Feb,3,Commercial,Yes,Fridge,21,10.5,4
4388,1097,South,Eve,Feb,3,Commercial,Yes,Television,116,29,12
4389,1098,South,Diana,Feb,4,Residential,No,Computer,40,12,27
4390,1098,South,Diana,Feb,4,Residential,No,AirConditioner,36,14.4,2
4391,1098,South,Diana,Feb,4,Residential,No,Fridge,44,22,11
4392,1098,South,Diana,Feb,4,Residential,No,Television,52,13,1
4393,1099,South,Charlie,Jan,5,Corporate,No,Computer,154,46.2,24
4394,1099,South,Charlie,Jan,5,Corporate,No,AirConditioner,59,23.6,18
4395,1099,South,Charlie,Jan,5,Corporate,No,Fridge,20,10,0
4396,1099,South,Charlie,Jan,5,Corporate,No,Television,11,2.75,14
4397,1100,East,Eve,Jan,2,Commercial,Yes,Computer,192,57.6,25
4398,1100,East,Eve,Jan,2,Commercial,Yes,AirConditioner,17,6.8,19
4399,1100,East,Eve,Jan,2,Commercial,Yes,Fridge,34,17,18
4400,1100,East,Eve,Jan,2,Commercial,Yes,Television,27,6.75,12
4401,1101,East,Bob,Mar,2,Residential,Yes,Computer,119,35.7,12
4402,1101,East,Bob,Mar,2,Residential,Yes,AirConditioner,51,20.4,24
4403,1101,East,Bob,Mar,2,Residential,Yes,Fridge,23,11.5,10
4404,1101,East,Bob,Mar,2,Residential,Yes,Television,14,3.5,12
4405,1102,South,Charlie,Mar,1,Commercial,No,Computer,102,30.6,14
4406,1102,South,Charlie,Mar,1,Commercial,No,AirConditioner,91,36.4,14
4407,1102,South,Charlie,Mar,1,Commercial,No,Fridge,12,6,14
4408,1102,South,Charlie,Mar,1,Commercial,No,Television,86,21.5,0
4409,1103,West,Diana,Jan,1,Residential,Yes,Computer,173,51.9,1
4410,1103,West,Diana,Jan,1,Residential,Yes,AirConditioner,66,26.4,15
4411,1103,West,Diana,Jan,1,Residential,Yes,Fridge,39,19.5,15
4412,1103,West,Diana,Jan,1,Residential,Yes,Television,80,20,8
4413,1104,North,Eve,Jan,2,Commercial,No,Computer,163,48.9,9
4414,1104,North,Eve,Jan,2,Commercial,No,AirConditioner,33,13.2,0
4415,1104,North,Eve,Jan,2,Commercial,No,Fridge,51,25.5,2
4416,1104,North,Eve,Jan,2,Commercial,No,Television,46,11.5,9
4417,1105,South,Bob,Jan,1,Corporate,Yes,Computer,62,18.6,1
4418,1105,South,Bob,Jan,1,Corporate,Yes,AirConditioner,26,10.4,14
4419,1105,South,Bob,Jan,1,Corporate,Yes,Fridge,88,44,10
4420,1105,South,Bob,Jan,1,Corporate,Yes,Television,76,19,2
4421,1106,West,Charlie,Feb,2,Commercial,No,Computer,154,46.2,29
4422,1106,West,Charlie,Feb,2,Commercial,No,AirConditioner,69,27.6,11
4423,1106,West,Charlie,Feb,2,Commercial,No,Fridge,15,7.5,10
4424,1106,West,Charlie,Feb,2,Commercial,No,Television,113,28.25,8
4425,1107,North,Bob,Feb,1,Commercial,No,Computer,95,28.5,28
4426,1107,North,Bob,Feb,1,Commercial,No,AirConditioner,33,13.2,6
4427,1107,North,Bob,Feb,1,Commercial,No,Fridge,57,28.5,9
4428,1107,North,Bob,Feb,1,Commercial,No,Television,110,27.5,14
4429,1108,South,Diana,Feb,5,Residential,No,Computer,162,48.6,20
4430,1108,South,Diana,Feb,5,Residential,No,AirConditioner,52,20.8,6
4431,1108,South,Diana,Feb,5,Residential,No,Fridge,19,9.5,1
4432,1108,South,Diana,Feb,5,Residential,No,Television,10,2.5,14
4433,1109,South,Bob,Jan,1,Residential,No,Computer,11,3.3,11
4434,1109,South,Bob,Jan,1,Residential,No,AirConditioner,9,3.6,10
4435,1109,South,Bob,Jan,1,Residential,No,Fridge,11,5.5,19
4436,1109,South,Bob,Jan,1,Residential,No,Television,24,6,3
4437,1110,East,Alice,Mar,4,Corporate,No,Computer,95,28.5,4
4438,1110,East,Alice,Mar,4,Corporate,No,AirConditioner,105,42,19
4439,1110,East,Alice,Mar,4,Corporate,No,Fridge,90,45,4
4440,1110,East,Alice,Mar,4,Corporate,No,Television,61,15.25,14
4441,1111,North,Charlie,Jan,1,Residential,Yes,Computer,142,42.6,11
4442,1111,North,Charlie,Jan,1,Residential,Yes,AirConditioner,76,30.4,10
4443,1111,North,Charlie,Jan,1,Residential,Yes,Fridge,46,23,7
4444,1111,North,Charlie,Jan,1,Residential,Yes,Television,110,27.5,9
4445,1112,North,Bob,Feb,2,Residential,Yes,Computer,13,3.9,22
4446,1112,North,Bob,Feb,2,Residential,Yes,AirConditioner,145,58,16
4447,1112,North,Bob,Feb,2,Residential,Yes,Fridge,80,40,12
4448,1112,North,Bob,Feb,2,Residential,Yes,Television,18,4.5,5
4449,1113,West,Diana,Feb,4,Residential,Yes,Computer,173,51.9,0
4450,1113,West,Diana,Feb,4,Residential,Yes,AirConditioner,142,56.8,2
4451,1113,West,Diana,Feb,4,Residential,Yes,Fridge,48,24,14
4452,1113,West,Diana,Feb,4,Residential,Yes,Television,86,21.5,12
4453,1114,East,Diana,Jan,1,Commercial,No,Computer,15,4.5,27
4454,1114,East,Diana,Jan,1,Commercial,No,AirConditioner,70,28,15
4455,1114,East,Diana,Jan,1,Commercial,No,Fridge,10,5,1
4456,1114,East,Diana,Jan,1,Commercial,No,Television,9,2.25,6
4457,1115,East,Bob,Jan,4,Residential,No,Computer,158,47.4,1
4458,1115,East,Bob,Jan,4,Residential,No,AirConditioner,76,30.4,4
4459,1115,East,Bob,Jan,4,Residential,No,Fridge,39,19.5,11
4460,1115,East,Bob,Jan,4,Residential,No,Television,17,4.25,9
4461,1116,East,Diana,Feb,3,Corporate,Yes,Computer,127,38.1,26
4462,1116,East,Diana,Feb,3,Corporate,Yes,AirConditioner,29,11.6,1
4463,1116,East,Diana,Feb,3,Corporate,Yes,Fridge,21,10.5,7
4464,1116,East,Diana,Feb,3,Corporate,Yes,Television,102,25.5,13
4465,1117,East,Eve,Feb,4,Residential,Yes,Computer,98,29.4,15
4466,1117,East,Eve,Feb,4,Residential,Yes,AirConditioner,64,25.6,22
4467,1117,East,Eve,Feb,4,Residential,Yes,Fridge,65,32.5,18
4468,1117,East,Eve,Feb,4,Residential,Yes,Television,104,26,5
4469,1118,North,Eve,Feb,3,Residential,No,Computer,163,48.9,26
4470,1118,North,Eve,Feb,3,Residential,No,AirConditioner,44,17.6,6
4471,1118,North,Eve,Feb,3,Residential,No,Fridge,94,47,0
4472,1118,North,Eve,Feb,3,Residential,No,Television,58,14.5,0
4473,1119,North,Eve,Jan,4,Commercial,Yes,Computer,192,57.6,21
4474,1119,North,Eve,Jan,4,Commercial,Yes,AirConditioner,11,4.4,9
4475,1119,North,Eve,Jan,4,Commercial,Yes,Fridge,48,24,7
4476,1119,North,Eve,Jan,4,Commercial,Yes,Television,13,3.25,5
4477,1120,South,Alice,Feb,4,Residential,Yes,Computer,176,52.8,1
4478,1120,South,Alice,Feb,4,Residential,Yes,AirConditioner,50,20,4
4479,1120,South,Alice,Feb,4,Residential,Yes,Fridge,96,48,9
4480,1120,South,Alice,Feb,4,Residential,Yes,Television,50,12.5,10
4481,1121,South,Bob,Feb,3,Commercial,No,Computer,104.59,31.38,15
4482,1121,South,Bob,Feb,3,Commercial,No,AirConditioner,90,36,14
4483,1121,South,Bob,Feb,3,Commercial,No,Fridge,73,36.5,12
4484,1121,South,Bob,Feb,3,Commercial,No,Television,101,25.25,13
4485,1122,East,Alice,Mar,1,Residential,Yes,Computer,23,6.9,19
4486,1122,East,Alice,Mar,1,Residential,Yes,AirConditioner,145,58,11
4487,1122,East,Alice,Mar,1,Residential,Yes,Fridge,28,14,4
4488,1122,East,Alice,Mar,1,Residential,Yes,Television,6,1.5,5
4489,1123,East,Diana,Jan,5,Residential,Yes,Computer,65,19.5,25
4490,1123,East,Diana,Jan,5,Residential,Yes,AirConditioner,25,10,9
4491,1123,East,Diana,Jan,5,Residential,Yes,Fridge,48,24,8
4492,1123,East,Diana,Jan,5,Residential,Yes,Television,85,21.25,4
4493,1124,East,Alice,Mar,2,Residential,Yes,Computer,90,27,15
4494,1124,East,Alice,Mar,2,Residential,Yes,AirConditioner,5,2,21
4495,1124,East,Alice,Mar,2,Residential,Yes,Fridge,48,24,9
4496,1124,East,Alice,Mar,2,Residential,Yes,Television,51,12.75,2
4497,1125,South,Diana,Mar,3,Corporate,Yes,Computer,158,47.4,5
4498,1125,South,Diana,Mar,3,Corporate,Yes,AirConditioner,127,50.8,16
4499,1125,South,Diana,Mar,3,Corporate,Yes,Fridge,77,38.5,13
4500,1125,South,Diana,Mar,3,Corporate,Yes,Television,36,9,9
4501,1126,West,Diana,Feb,2,Commercial,Yes,Computer,55,16.5,12
4502,1126,West,Diana,Feb,2,Commercial,Yes,AirConditioner,129,51.6,19
4503,1126,West,Diana,Feb,2,Commercial,Yes,Fridge,16,8,10
4504,1126,West,Diana,Feb,2,Commercial,Yes,Television,71,17.75,2
4505,1127,West,Charlie,Jan,3,Commercial,Yes,Computer,153,45.9,11
4506,1127,West,Charlie,Jan,3,Commercial,Yes,AirConditioner,37,14.8,19
4507,1127,West,Charlie,Jan,3,Commercial,Yes,Fridge,87,43.5,13
4508,1127,West,Charlie,Jan,3,Commercial,Yes,Television,100,25,10
4509,1128,South,Eve,Feb,2,Residential,Yes,Computer,25,7.5,22
4510,1128,South,Eve,Feb,2,Residential,Yes,AirConditioner,8,3.2,10
4511,1128,South,Eve,Feb,2,Residential,Yes,Fridge,65,32.5,2
4512,1128,South,Eve,Feb,2,Residential,Yes,Television,25,6.25,9
4513,1129,South,Diana,Jan,2,Commercial,Yes,Computer,129,38.7,9
4514,1129,South,Diana,Jan,2,Commercial,Yes,AirConditioner,7,2.8,7
4515,1129,South,Diana,Jan,2,Commercial,Yes,Fridge,74,37,15
4516,1129,South,Diana,Jan,2,Commercial,Yes,Television,11,2.75,12
4517,1130,South,Charlie,Mar,2,Residential,Yes,Computer,93,27.9,4
4518,1130,South,Charlie,Mar,2,Residential,Yes,AirConditioner,95,38,14
4519,1130,South,Charlie,Mar,2,Residential,Yes,Fridge,5,2.5,19
4520,1130,South,Charlie,Mar,2,Residential,Yes,Television,44,11,6
4521,1131,South,Eve,Jan,4,Corporate,Yes,Computer,166,49.8,7
4522,1131,South,Eve,Jan,4,Corporate,Yes,AirConditioner,56,22.4,1
4523,1131,South,Eve,Jan,4,Corporate,Yes,Fridge,30,15,16
4524,1131,South,Eve,Jan,4,Corporate,Yes,Television,14,3.5,7
4525,1132,South,Diana,Feb,5,Commercial,No,Computer,17,5.1,5
4526,1132,South,Diana,Feb,5,Commercial,No,AirConditioner,32,12.8,16
4527,1132,South,Diana,Feb,5,Commercial,No,Fridge,31,15.5,4
4528,1132,South,Diana,Feb,5,Commercial,No,Television,109,27.25,13
4529,1133,South,Diana,Feb,3,Commercial,Yes,Computer,97,29.1,4
4530,1133,South,Diana,Feb,3,Commercial,Yes,AirConditioner,74,29.6,22
4531,1133,South,Diana,Feb,3,Commercial,Yes,Fridge,89,44.5,6
4532,1133,South,Diana,Feb,3,Commercial,Yes,Television,29,7.25,2
4533,1134,East,Alice,Feb,2,Residential,No,Computer,140,42,19
4534,1134,East,Alice,Feb,2,Residential,No,AirConditioner,61,24.4,5
4535,1134,East,Alice,Feb,2,Residential,No,Fridge,20,10,16
4536,1134,East,Alice,Feb,2,Residential,No,Television,74,18.5,2
4537,1135,East,Alice,Jan,2,Commercial,No,Computer,28,8.4,21
4538,1135,East,Alice,Jan,2,Commercial,No,AirConditioner,112,44.8,20
4539,1135,East,Alice,Jan,2,Commercial,No,Fridge,37,18.5,19
4540,1135,East,Alice,Jan,2,Commercial,No,Television,50,12.5,6
4541,1136,East,Eve,Mar,4,Residential,Yes,Computer,106,31.8,5
4542,1136,East,Eve,Mar,4,Residential,Yes,AirConditioner,148,59.2,12
4543,1136,East,Eve,Mar,4,Residential,Yes,Fridge,79,39.5,10
4544,1136,East,Eve,Mar,4,Residential,Yes,Television,112,28,9
4545,1137,East,Diana,Mar,1,Corporate,No,Computer,75,22.5,21
4546,1137,East,Diana,Mar,1,Corporate,No,AirConditioner,28,11.2,7
4547,1137,East,Diana,Mar,1,Corporate,No,Fridge,78,39,11
4548,1137,East,Diana,Mar,1,Corporate,No,Television,5,1.25,11
4549,1138,South,Bob,Jan,1,Residential,Yes,Computer,88,26.4,16
4550,1138,South,Bob,Jan,1,Residential,Yes,AirConditioner,81,32.4,10
4551,1138,South,Bob,Jan,1,Residential,Yes,Fridge,49,24.5,1
4552,1138,South,Bob,Jan,1,Residential,Yes,Television,72,18,6
4553,1139,West,Alice,Feb,3,Residential,No,Computer,95,28.5,5
4554,1139,West,Alice,Feb,3,Residential,No,AirConditioner,80,32,14
4555,1139,West,Alice,Feb,3,Residential,No,Fridge,7,3.5,18
4556,1139,West,Alice,Feb,3,Residential,No,Television,110,27.5,10
4557,1140,North,Eve,Mar,2,Residential,Yes,Computer,133,39.9,16
4558,1140,North,Eve,Mar,2,Residential,Yes,AirConditioner,73,29.2,12
4559,1140,North,Eve,Mar,2,Residential,Yes,Fridge,77,38.5,4
4560,1140,North,Eve,Mar,2,Residential,Yes,Television,69,17.25,8
4561,1141,South,Diana,Feb,2,Residential,No,Computer,159,47.7,4
4562,1141,South,Diana,Feb,2,Residential,No,AirConditioner,76,30.4,17
4563,1141,South,Diana,Feb,2,Residential,No,Fridge,61,30.5,10
4564,1141,South,Diana,Feb,2,Residential,No,Television,88,22,13
4565,1142,North,Diana,Jan,5,Residential,Yes,Computer,55,16.5,22
4566,1142,North,Diana,Jan,5,Residential,Yes,AirConditioner,96,38.4,17
4567,1142,North,Diana,Jan,5,Residential,Yes,Fridge,77,38.5,18
4568,1142,North,Diana,Jan,5,Residential,Yes,Television,104,26,5
4569,1143,West,Bob,Feb,1,Corporate,No,Computer,122,36.6,16
4570,1143,West,Bob,Feb,1,Corporate,No,AirConditioner,96,38.4,24
4571,1143,West,Bob,Feb,1,Corporate,No,Fridge,61,30.5,6
4572,1143,West,Bob,Feb,1,Corporate,No,Television,57,14.25,14
4573,1144,East,Eve,Mar,4,Commercial,Yes,Computer,100,30,28
4574,1144,East,Eve,Mar,4,Commercial,Yes,AirConditioner,34,13.6,16
4575,1144,East,Eve,Mar,4,Commercial,Yes,Fridge,49,24.5,5
4576,1144,East,Eve,Mar,4,Commercial,Yes,Television,26,6.5,12
4577,1145,West,Diana,Mar,2,Corporate,No,Computer,150,45,16
4578,1145,West,Diana,Mar,2,Corporate,No,AirConditioner,22,8.8,21
4579,1145,West,Diana,Mar,2,Corporate,No,Fridge,97,48.5,10
4580,1145,West,Diana,Mar,2,Corporate,No,Television,6,1.5,6
4581,1146,South,Alice,Feb,4,Corporate,Yes,Computer,42,12.6,28
4582,1146,South,Alice,Feb,4,Corporate,Yes,AirConditioner,48,19.2,12
4583,1146,South,Alice,Feb,4,Corporate,Yes,Fridge,97,48.5,13
4584,1146,South,Alice,Feb,4,Corporate,Yes,Television,16,4,10
4585,1147,East,Bob,Jan,4,Residential,No,Computer,142,42.6,12
4586,1147,East,Bob,Jan,4,Residential,No,AirConditioner,103,41.2,2
4587,1147,East,Bob,Jan,4,Residential,No,Fridge,15,7.5,3
4588,1147,East,Bob,Jan,4,Residential,No,Television,60,15,9
4589,1148,South,Eve,Feb,1,Commercial,Yes,Computer,86,25.8,21
4590,1148,South,Eve,Feb,1,Commercial,Yes,AirConditioner,125,50,20
4591,1148,South,Eve,Feb,1,Commercial,Yes,Fridge,80,40,7
4592,1148,South,Eve,Feb,1,Commercial,Yes,Television,100,25,0
4593,1149,East,Bob,Jan,3,Residential,Yes,Computer,164,49.2,6
4594,1149,East,Bob,Jan,3,Residential,Yes,AirConditioner,119,47.6,23
4595,1149,East,Bob,Jan,3,Residential,Yes,Fridge,91,45.5,8
4596,1149,East,Bob,Jan,3,Residential,Yes,Television,12,3,6
4597,1150,North,Alice,Feb,1,Corporate,No,Computer,130,39,21
4598,1150,North,Alice,Feb,1,Corporate,No,AirConditioner,64,25.6,6
4599,1150,North,Alice,Feb,1,Corporate,No,Fridge,35,17.5,1
4600,1150,North,Alice,Feb,1,Corporate,No,Television,75,18.75,1
4601,1151,North,Eve,Mar,2,Residential,No,Computer,137,41.1,20
4602,1151,North,Eve,Mar,2,Residential,No,AirConditioner,60,24,11
4603,1151,North,Eve,Mar,2,Residential,No,Fridge,99,49.5,10
4604,1151,North,Eve,Mar,2,Residential,No,Television,3,0.75,6
4605,1152,North,Bob,Jan,5,Residential,Yes,Computer,87,26.1,5
4606,1152,North,Bob,Jan,5,Residential,Yes,AirConditioner,35,14,3
4607,1152,North,Bob,Jan,5,Residential,Yes,Fridge,64,32,19
4608,1152,North,Bob,Jan,5,Residential,Yes,Television,63,15.75,2
4609,1153,West,Charlie,Jan,3,Residential,No,Computer,161,48.3,28
4610,1153,West,Charlie,Jan,3,Residential,No,AirConditioner,105,42,23
4611,1153,West,Charlie,Jan,3,Residential,No,Fridge,81,40.5,6
4612,1153,West,Charlie,Jan,3,Residential,No,Television,108,27,8
4613,1154,South,Alice,Jan,3,Residential,No,Computer,76,22.8,13
4614,1154,South,Alice,Jan,3,Residential,No,AirConditioner,63,25.2,10
4615,1154,South,Alice,Jan,3,Residential,No,Fridge,18,9,3
4616,1154,South,Alice,Jan,3,Residential,No,Television,64,16,12
4617,1155,West,Alice,Mar,2,Residential,No,Computer,124,37.2,15
4618,1155,West,Alice,Mar,2,Residential,No,AirConditioner,128,51.2,13
4619,1155,West,Alice,Mar,2,Residential,No,Fridge,46,23,13
4620,1155,West,Alice,Mar,2,Residential,No,Television,62,15.5,4
4621,1156,North,Alice,Feb,4,Residential,Yes,Computer,72,21.6,2
4622,1156,North,Alice,Feb,4,Residential,Yes,AirConditioner,134,53.6,17
4623,1156,North,Alice,Feb,4,Residential,Yes,Fridge,60,30,0
4624,1156,North,Alice,Feb,4,Residential,Yes,Television,101,25.25,6
4625,1157,South,Charlie,Mar,2,Commercial,Yes,Computer,122,36.6,8
4626,1157,South,Charlie,Mar,2,Commercial,Yes,AirConditioner,101,40.4,6
4627,1157,South,Charlie,Mar,2,Commercial,Yes,Fridge,8,4,11
4628,1157,South,Charlie,Mar,2,Commercial,Yes,Television,6,1.5,7
4629,1158,North,Charlie,Jan,2,Corporate,No,Computer,103,30.9,14
4630,1158,North,Charlie,Jan,2,Corporate,No,AirConditioner,111,44.4,4
4631,1158,North,Charlie,Jan,2,Corporate,No,Fridge,91,45.5,18
4632,1158,North,Charlie,Jan,2,Corporate,No,Television,19,4.75,12
4633,1159,West,Diana,Feb,3,Residential,Yes,Computer,57,17.1,20
4634,1159,West,Diana,Feb,3,Residential,Yes,AirConditioner,22,8.8,15
4635,1159,West,Diana,Feb,3,Residential,Yes,Fridge,17,8.5,4
4636,1159,West,Diana,Feb,3,Residential,Yes,Television,18,4.5,11
4637,1160,West,Bob,Mar,1,Residential,Yes,Computer,21,6.3,17
4638,1160,West,Bob,Mar,1,Residential,Yes,AirConditioner,149,59.6,10
4639,1160,West,Bob,Mar,1,Residential,Yes,Fridge,6,3,7
4640,1160,West,Bob,Mar,1,Residential,Yes,Television,80,20,1
4641,1161,West,Diana,Jan,4,Corporate,Yes,Computer,104.59,31.38,29
4642,1161,West,Diana,Jan,4,Corporate,Yes,AirConditioner,75,30,21
4643,1161,West,Diana,Jan,4,Corporate,Yes,Fridge,58,29,10
4644,1161,West,Diana,Jan,4,Corporate,Yes,Television,87,21.75,10
4645,1162,North,Bob,Jan,1,Residential,Yes,Computer,181,54.3,29
4646,1162,North,Bob,Jan,1,Residential,Yes,AirConditioner,110,44,2
4647,1162,North,Bob,Jan,1,Residential,Yes,Fridge,66,33,3
4648,1162,North,Bob,Jan,1,Residential,Yes,Television,43,10.75,0
4649,1163,South,Charlie,Mar,4,Corporate,No,Computer,180,54,27
4650,1163,South,Charlie,Mar,4,Corporate,No,AirConditioner,58,23.2,15
4651,1163,South,Charlie,Mar,4,Corporate,No,Fridge,70,35,14
4652,1163,South,Charlie,Mar,4,Corporate,No,Television,101,25.25,6
4653,1164,South,Charlie,Mar,1,Residential,No,Computer,154,46.2,9
4654,1164,South,Charlie,Mar,1,Residential,No,AirConditioner,98,39.2,10
4655,1164,South,Charlie,Mar,1,Residential,No,Fridge,96,48,19
4656,1164,South,Charlie,Mar,1,Residential,No,Television,73,18.25,14
4657,1165,North,Diana,Mar,2,Commercial,Yes,Computer,49,14.7,9
4658,1165,North,Diana,Mar,2,Commercial,Yes,AirConditioner,80,32,9
4659,1165,North,Diana,Mar,2,Commercial,Yes,Fridge,36,18,11
4660,1165,North,Diana,Mar,2,Commercial,Yes,Television,3,0.75,5
4661,1166,South,Eve,Jan,4,Commercial,Yes,Computer,186,55.8,22
4662,1166,South,Eve,Jan,4,Commercial,Yes,AirConditioner,39,15.6,22
4663,1166,South,Eve,Jan,4,Commercial,Yes,Fridge,93,46.5,19
4664,1166,South,Eve,Jan,4,Commercial,Yes,Television,72,18,5
4665,1167,North,Diana,Mar,2,Commercial,Yes,Computer,94,28.2,2
4666,1167,North,Diana,Mar,2,Commercial,Yes,AirConditioner,15,6,22
4667,1167,North,Diana,Mar,2,Commercial,Yes,Fridge,97,48.5,9
4668,1167,North,Diana,Mar,2,Commercial,Yes,Television,38,9.5,1
4669,1168,South,Bob,Jan,4,Corporate,Yes,Computer,66,19.8,0
4670,1168,South,Bob,Jan,4,Corporate,Yes,AirConditioner,65,26,1
4671,1168,South,Bob,Jan,4,Corporate,Yes,Fridge,58,29,15
4672,1168,South,Bob,Jan,4,Corporate,Yes,Television,68,17,2
4673,1169,East,Diana,Mar,2,Residential,Yes,Computer,96,28.8,2
4674,1169,East,Diana,Mar,2,Residential,Yes,AirConditioner,48,19.2,15
4675,1169,East,Diana,Mar,2,Residential,Yes,Fridge,34,17,7
4676,1169,East,Diana,Mar,2,Residential,Yes,Television,76,19,3
4677,1170,East,Alice,Jan,1,Residential,No,Computer,93,27.9,24
4678,1170,East,Alice,Jan,1,Residential,No,AirConditioner,125,50,16
4679,1170,East,Alice,Jan,1,Residential,No,Fridge,11,5.5,19
4680,1170,East,Alice,Jan,1,Residential,No,Television,44,11,2
4681,1171,West,Bob,Jan,5,Commercial,No,Computer,194,58.2,4
4682,1171,West,Bob,Jan,5,Commercial,No,AirConditioner,76,30.4,9
4683,1171,West,Bob,Jan,5,Commercial,No,Fridge,65,32.5,7
4684,1171,West,Bob,Jan,5,Commercial,No,Television,95,23.75,1
4685,1172,East,Bob,Feb,3,Corporate,Yes,Computer,130,39,6
4686,1172,East,Bob,Feb,3,Corporate,Yes,AirConditioner,29,11.6,17
4687,1172,East,Bob,Feb,3,Corporate,Yes,Fridge,74,37,5
4688,1172,East,Bob,Feb,3,Corporate,Yes,Television,89,22.25,2
4689,1173,East,Eve,Mar,1,Residential,No,Computer,83,24.9,2
4690,1173,East,Eve,Mar,1,Residential,No,AirConditioner,88,35.2,11
4691,1173,East,Eve,Mar,1,Residential,No,Fridge,80,40,2
4692,1173,East,Eve,Mar,1,Residential,No,Television,117,29.25,13
4693,1174,East,Charlie,Mar,5,Corporate,Yes,Computer,116,34.8,3
4694,1174,East,Charlie,Mar,5,Corporate,Yes,AirConditioner,118,47.2,7
